"X1","X2","X3","X4","X5","X6","X7"
0.009375,0.226875,0.830625,0.826294087328845,0.806817293626049,0.419564262678226,0.838418929363187
0.023125,0.369375,0.261875,0.800931913617274,0.175310670489756,0.498331676882485,0.76490845252708
0.045625,0.913125,0.790625,0.536482649133541,0.766925859743108,0.809723423998803,0.748665980565258
0.060625,0.245625,0.588125,0.324442922482267,0.282727175439811,0.10532699773502,0.203093291204423
0.095625,0.569375,0.558125,0.668536254696341,0.4489255599869,0.275122028606323,0.762913034146962
0.105625,0.086875,0.694375,0.69544025683879,0.392434786123017,0.680027954523038,0.178806552817631
0.123125,0.714375,0.165625,0.871377942030215,0.713602540265872,0.442747187983348,0.691152934095719
0.140625,0.756875,0.365625,0.699597407455246,0.576838373318315,0.2287858690011,0.686118340604007
0.170625,0.845625,0.998125,0.514005489633419,0.419680909000648,0.592449562293477,0.888100152586897
0.181875,0.480625,0.324375,0.159789832321306,0.310705875133475,0.344350137148673,0.312515205986177
0.208125,0.820625,0.731875,0.101285741168281,0.73948664834309,0.115414471876187,0.675694578924837
0.225625,0.681875,0.890625,0.862396060285779,0.368112399607069,0.231467729490768,0.335943122646875
0.254375,0.320625,0.843125,0.232844085298065,0.328035091775883,0.543118735828644,0.680628036551384
0.270625,0.209375,0.133125,0.78925113539108,0.859478640238651,0.674505526993113,0.505243111986977
0.283125,0.046875,0.000625,0.662948388877946,0.203856077564673,0.27940621223249,0.560949236660575
0.305625,0.931875,0.204375,0.194843347239205,0.686737516793008,0.796459765153316,0.234707864766113
0.333125,0.880625,0.876875,0.24690928813484,0.256207776290054,0.814192814011023,0.852559442019297
0.340625,0.078125,0.560625,0.487545326557528,0.850328930792295,0.283350712807021,0.876467916461018
0.373125,0.344375,0.456875,0.454874512877626,0.129639491852787,0.603393639364383,0.321266939144892
0.396875,0.999375,0.746875,0.861927446402195,0.540946171200938,0.576489781794242,0.600200274870214
0.405625,0.101875,0.315625,0.335169660003545,0.353857610177042,0.870191932566361,0.479503420603255
0.431875,0.024375,0.114375,0.494612763940046,0.458900271943356,0.793511583453769,0.661825894498163
0.451875,0.171875,0.701875,0.508279242506768,0.842429698724817,0.785650639610055,0.159140120060183
0.466875,0.135625,0.909375,0.2507824665546,0.574990784566229,0.170681813774734,0.160985776903108
0.484375,0.664375,0.638125,0.658658838028916,0.522266497223948,0.590370973162353,0.463212066935375
0.508125,0.314375,0.194375,0.546372356494475,0.690422994046886,0.762392683863743,0.877979396738422
0.521875,0.536875,0.966875,0.224241634248238,0.377474552556458,0.521896726682575,0.480260162576516
0.541875,0.449375,0.400625,0.777781608479304,0.758060135662349,0.382880555432704,0.848290256742491
0.560625,0.800625,0.488125,0.615063499409395,0.782984488601279,0.11814523889528,0.668170395095626
0.586875,0.779375,0.065625,0.80686618526311,0.146524139396432,0.472406406529351,0.08540694666509
0.613125,0.014375,0.234375,0.255449752393179,0.113677077506565,0.194589037864676,0.60501745314803
0.635625,0.595625,0.516875,0.834146149499963,0.64803481071877,0.725458691218454,0.823481884358658
0.643125,0.724375,0.251875,0.575063456697907,0.239675835181649,0.857095681732624,0.241413046761105
0.670625,0.631875,0.811875,0.316387747106039,0.587006309187661,0.854252071724687,0.872944711081994
0.681875,0.463125,0.028125,0.566774051339986,0.833919598980186,0.355240792944096,0.565766144437301
0.714375,0.194375,0.464375,0.0509297559477596,0.299477943711811,0.843908291372678,0.376165643643277
0.726875,0.263125,0.651875,0.535148018665301,0.775038437861432,0.65758723711181,0.43121170743886
0.741875,0.655625,0.080625,0.237992653227411,0.45735726299437,0.250015601432468,0.786249511682221
0.764375,0.951875,0.676875,0.44652035277699,0.279869788632107,0.342006971382846,0.256947627872643
0.791875,0.150625,0.050625,0.348153156455503,0.270081784517194,0.899135416492095,0.132919606365677
0.803125,0.439375,0.610625,0.410809711624558,0.74952811484846,0.335311560974353,0.20638507602219
0.830625,0.413125,0.426875,0.251391326370132,0.732483265863525,0.782397488795428,0.379354772295078
0.846875,0.385625,0.951875,0.215874579158715,0.166911387239169,0.748082429338764,0.390298023147819
0.875625,0.861875,0.381875,0.70072345181834,0.892055403634699,0.35245945688751,0.882170044864114
0.893125,0.500625,0.774375,0.577504083609415,0.31706093383953,0.386544210974955,0.751366839871431
0.911875,0.969375,0.533125,0.151340709076677,0.253468983731647,0.126999265040374,0.895618211863459
0.921875,0.781875,0.159375,0.804192695171158,0.675442631993857,0.685962913133618,0.535977636719536
0.949375,0.605625,0.935625,0.422995101903151,0.234427694334235,0.610872629086694,0.620331493694749
0.963125,0.294375,0.343125,0.708078444158245,0.443928820955464,0.329730466664251,0.137619809213405
0.984375,0.553125,0.289375,0.0791437457946853,0.828385617592268,0.191780203537912,0.451977677854399
0.004375,0.109375,0.670625,0.840207168383834,0.623660510504722,0.137636612303452,0.86730802758959
0.020625,0.479375,0.520625,0.273797304065277,0.401672050873232,0.487709694597353,0.285232220880377
0.040625,0.301875,0.316875,0.156399187727624,0.921076895971783,0.802937610820971,0.33895605065239
0.065625,0.495625,0.818125,0.559173496550259,0.708266646530893,0.143871258065725,0.469509392361571
0.098125,0.361875,0.121875,0.620418440402589,0.640742036420335,0.858295044043722,0.571346994909561
0.119375,0.755625,0.786875,0.811379566912332,0.0468638446709762,0.689759138933797,0.16564324056264
0.130625,0.958125,0.391875,0.541431010680066,0.698124346683423,0.445533176480999,0.176033728102015
0.146875,0.005625,0.546875,0.857553800852038,0.530460867497346,0.581160818845448,0.419489586463508
0.160625,0.141875,0.880625,0.904933645410153,0.779607278245191,0.161749492627569,0.401762664019027
0.193125,0.298125,0.416875,0.602464645426307,0.227542519505239,0.676061817868095,0.905988502294446
0.203125,0.229375,0.240625,0.378968751343588,0.117951518760787,0.403530908040702,0.498652859380883
0.230625,0.981875,0.088125,0.289352392066374,0.132933230447169,0.440740157726428,0.761396592996187
0.249375,0.625625,0.039375,0.595463561627807,0.62612594130242,0.607267092469459,0.780531936007448
0.269375,0.780625,0.466875,0.134740630543998,0.65065050095061,0.349080512457424,0.384931329164861
0.290625,0.775625,0.200625,0.240717466173487,0.260325323693558,0.235140278394231,0.116601828343442
0.314375,0.694375,0.943125,0.14443377396661,0.790274355521219,0.0755376490785016,0.832402231062038
0.321875,0.206875,0.925625,0.340692198271863,0.837288513434016,0.786884368517333,0.711636735391286
0.354375,0.831875,0.635625,0.435594428803565,0.372343264413066,0.293626699588365,0.679795248021061
0.375625,0.521875,0.350625,0.310022443798371,0.464069704075551,0.077951929515952,0.493247888025103
0.385625,0.254375,0.141875,0.612535462069015,0.75642232432858,0.698195539093576,0.617752712085947
0.406875,0.934375,0.841875,0.173208089217337,0.446859669668807,0.755594047103077,0.89194706034174
0.423125,0.428125,0.718125,0.0842125795921311,0.766288782478207,0.905974957235158,0.231671877308852
0.445625,0.644375,0.101875,0.20624859757204,0.812695400565863,0.672585635552079,0.614311278219749
0.465625,0.348125,0.321875,0.547451598690823,0.424834483214654,0.884590656265306,0.197685497970217
0.480625,0.564375,0.596875,0.551107604141451,0.502988819433376,0.510145386444508,0.842240885289179
0.506875,0.328125,0.908125,0.643778862806244,0.514850815861072,0.447648383609744,0.306054675582175
0.520625,0.180625,0.483125,0.687784236089016,0.61177142350624,0.553788920830314,0.157481945133251
0.544375,0.559375,0.833125,0.619444111760499,0.333463480214381,0.840292361774482,0.716174252225707
0.579375,0.600625,0.441875,0.72455335477574,0.120023394581448,0.184108717106283,0.123173529850836
0.580625,0.854375,0.564375,0.458131356760342,0.222945318537143,0.237872527216354,0.841911975171727
